County,Year,Age, Female Population , Male Population , Total Population , Female Voters , Male Voters , Unknown Voters , Total Voters , Female Ballots , Male Ballots , Unknown Ballots , Total Ballots ,Female Registered Population,Male Registered Population,Total Registered Population,Female Pop Turnout,Male Pop Turnout,Total Pop Turnout,Female Voter Turnout, Male Voter Turnout ,Total Voter Turnout
King,2018-P,18-24," 95,710 "," 95,917 "," 191,628 "," 51,049 "," 48,791 ", 837 ," 100,677 "," 13,063 "," 11,492 ", 164 ," 24,719 ",53.3%,50.9%,52.5%,13.6%,12.0%,12.9%,25.6%,23.6%,24.6%
King,2018-P,25-34," 189,522 "," 200,980 "," 390,502 "," 122,192 "," 118,547 ", 786 ," 241,525 "," 35,007 "," 32,468 ", 156 ," 67,631 ",64.5%,59.0%,61.8%,18.5%,16.2%,17.3%,28.6%,27.4%,28.0%
King,2018-P,35-44," 154,192 "," 161,205 "," 315,397 "," 115,712 "," 111,611 ", 631 ," 227,954 "," 40,377 "," 37,891 ", 111 ," 78,379 ",75.0%,69.2%,72.3%,26.2%,23.5%,24.9%,34.9%,33.9%,34.4%
King,2018-P,45-54," 139,949 "," 144,467 "," 284,416 "," 111,609 "," 111,318 ", 468 ," 223,395 "," 47,457 "," 45,742 ", 86 ," 93,285 ",79.7%,77.1%,78.5%,33.9%,31.7%,32.8%,42.5%,41.1%,41.8%
King,2018-P,55-64," 128,972 "," 126,531 "," 255,504 "," 108,129 "," 104,432 ", 387 ," 212,948 "," 60,311 "," 55,582 ", 92 ," 115,985 ",83.8%,82.5%,83.3%,46.8%,43.9%,45.4%,55.8%,53.2%,54.5%
King,2018-P,65-," 149,032 "," 117,439 "," 266,471 "," 133,053 "," 110,759 ", 379 ," 244,191 "," 90,033 "," 76,055 ", 152 ," 166,240 ",89.3%,94.3%,91.6%,60.4%,64.8%,62.4%,67.7%,68.7%,68.1%
Kitsap,2018-P,0TOTAL," 103,396 "," 105,368 "," 208,764 "," 85,951 "," 80,552 ", 36 ," 166,539 "," 34,674 "," 31,232 ", 11 ," 65,917 ",83.1%,76.4%,79.8%,33.5%,29.6%,31.6%,40.3%,38.8%,39.6%
Kitsap,2018-P,18-24," 9,238 "," 15,315 "," 24,552 "," 6,503 "," 6,507 ", 7 ," 13,017 "," 1,094 ", 975 , 3 ," 2,072 ",70.4%,42.5%,53.0%,11.8%,6.4%,8.4%,16.8%,15.0%,15.9%
Kitsap,2018-P,25-34," 13,413 "," 17,201 "," 30,614 "," 13,060 "," 12,751 ", 12 ," 25,823 "," 2,111 "," 1,940 ", 1 ," 4,052 ",97.4%,74.1%,84.3%,15.7%,11.3%,13.2%,16.2%,15.2%,15.7%
Kitsap,2018-P,35-44," 14,645 "," 13,592 "," 28,237 "," 12,647 "," 12,236 ", 3 ," 24,886 "," 3,005 "," 2,669 ", 1 ," 5,675 ",86.4%,90.0%,88.1%,20.5%,19.6%,20.1%,23.8%,21.8%,22.8%
Kitsap,2018-P,45-54," 17,562 "," 15,918 "," 33,480 "," 13,685 "," 12,963 ", 3 ," 26,651 "," 4,759 "," 4,206 ", 1 ," 8,966 ",77.9%,81.4%,79.6%,27.1%,26.4%,26.8%,34.8%,32.4%,33.6%
Kitsap,2018-P,55-64," 20,663 "," 19,327 "," 39,990 "," 17,272 "," 15,781 ", 6 ," 33,059 "," 8,630 "," 7,655 ", 2 ," 16,287 ",83.6%,81.7%,82.7%,41.8%,39.6%,40.7%,50.0%,48.5%,49.3%
Kitsap,2018-P,65-," 27,876 "," 24,015 "," 51,891 "," 22,784 "," 20,314 ", 5 ," 43,103 "," 15,075 "," 13,787 ", 3 ," 28,865 ",81.7%,84.6%,83.1%,54.1%,57.4%,55.6%,66.2%,67.9%,67.0%
Kittitas,2018-P,0TOTAL," 17,421 "," 18,420 "," 35,841 "," 12,682 "," 12,104 ", 1 ," 24,787 "," 5,716 "," 5,251 ", 1 ," 10,968 ",72.8%,65.7%,69.2%,32.8%,28.5%,30.6%,45.1%,43.4%,44.2%
Kittitas,2018-P,18-24," 4,918 "," 5,258 "," 10,176 "," 1,214 "," 1,212 ",," 2,426 ", 186 , 182 ,, 368 ,24.7%,23.0%,23.8%,3.8%,3.5%,3.6%,15.3%,15.0%,15.2%
Kittitas,2018-P,25-34," 1,956 "," 2,425 "," 4,381 "," 1,839 "," 1,763 ", 1 ," 3,603 ", 397 , 371 , 1 , 769 ,94.0%,72.7%,82.2%,20.3%,15.3%,17.6%,21.6%,21.0%,21.3%
Kittitas,2018-P,35-44," 1,820 "," 1,972 "," 3,792 "," 1,729 "," 1,646 ",," 3,375 ", 562 , 467 ,," 1,029 ",95.0%,83.5%,89.0%,30.9%,23.7%,27.1%,32.5%,28.4%,30.5%
Kittitas,2018-P,45-54," 2,326 "," 2,387 "," 4,713 "," 1,881 "," 1,802 ",," 3,683 ", 763 , 697 ,," 1,460 ",80.9%,75.5%,78.1%,32.8%,29.2%,31.0%,40.6%,38.7%,39.6%
Kittitas,2018-P,55-64," 2,695 "," 2,784 "," 5,479 "," 2,518 "," 2,301 ",," 4,819 "," 1,401 "," 1,200 ",," 2,601 ",93.4%,82.7%,88.0%,52.0%,43.1%,47.5%,55.6%,52.2%,54.0%
Kittitas,2018-P,65-," 3,707 "," 3,593 "," 7,300 "," 3,501 "," 3,380 ",," 6,881 "," 2,407 "," 2,334 ",," 4,741 ",94.5%,94.1%,94.3%,64.9%,65.0%,64.9%,68.8%,69.1%,68.9%
Klickitat,2018-P,0TOTAL," 8,593 "," 8,829 "," 17,422 "," 7,008 "," 6,983 ",," 13,991 "," 3,396 "," 3,178 ",," 6,574 ",81.6%,79.1%,80.3%,39.5%,36.0%,37.7%,48.5%,45.5%,47.0%
Klickitat,2018-P,18-24, 705 , 778 ," 1,483 ", 414 , 403 ,, 817 , 85 , 76 ,, 161 ,58.8%,51.8%,55.1%,12.1%,9.8%,10.9%,20.5%,18.9%,19.7%
Klickitat,2018-P,25-34, 880 , 900 ," 1,779 ", 818 , 757 ,," 1,575 ", 179 , 141 ,, 320 ,93.0%,84.2%,88.5%,20.3%,15.7%,18.0%,21.9%,18.6%,20.3%
Klickitat,2018-P,35-44," 1,113 "," 1,184 "," 2,297 ", 993 , 963 ,," 1,956 ", 342 , 261 ,, 603 ,89.2%,81.3%,85.1%,30.7%,22.0%,26.2%,34.4%,27.1%,30.8%
Klickitat,2018-P,45-54," 1,345 "," 1,444 "," 2,789 ", 970 ," 1,044 ",," 2,014 ", 401 , 409 ,, 810 ,72.1%,72.3%,72.2%,29.8%,28.3%,29.0%,41.3%,39.2%,40.2%
Klickitat,2018-P,55-64," 1,894 "," 1,804 "," 3,698 "," 1,555 "," 1,466 ",," 3,021 ", 836 , 693 ,," 1,529 ",82.1%,81.3%,81.7%,44.2%,38.4%,41.3%,53.8%,47.3%,50.6%
Klickitat,2018-P,65-," 2,657 "," 2,719 "," 5,375 "," 2,258 "," 2,350 ",," 4,608 "," 1,553 "," 1,598 ",," 3,151 ",85.0%,86.4%,85.7%,58.5%,58.8%,58.6%,68.8%,68.0%,68.4%
Lewis,2018-P,0TOTAL," 30,317 "," 30,258 "," 60,575 "," 24,164 "," 22,130 ", 47 ," 46,341 "," 9,960 "," 9,134 ", 7 ," 19,101 ",79.7%,73.1%,76.5%,32.9%,30.2%,31.5%,41.2%,41.3%,41.2%
Lewis,2018-P,18-24," 3,020 "," 3,302 "," 6,322 "," 1,694 "," 1,781 ", 12 ," 3,487 ", 272 , 261 , 1 , 534 ,56.1%,53.9%,55.2%,9.0%,7.9%,8.4%,16.1%,14.7%,15.3%
Lewis,2018-P,25-34," 4,119 "," 4,410 "," 8,529 "," 3,244 "," 2,889 ", 11 ," 6,144 ", 505 , 472 , 1 , 978 ,78.8%,65.5%,72.0%,12.3%,10.7%,11.5%,15.6%,16.3%,15.9%
Lewis,2018-P,35-44," 4,206 "," 4,282 "," 8,488 "," 3,280 "," 2,964 ", 11 ," 6,255 ", 807 , 705 , 2 ," 1,514 ",78.0%,69.2%,73.7%,19.2%,16.5%,17.8%,24.6%,23.8%,24.2%
Lewis,2018-P,45-54," 4,872 "," 4,978 "," 9,849 "," 3,554 "," 3,308 ", 9 ," 6,871 "," 1,181 "," 1,069 ", 1 ," 2,251 ",73.0%,66.5%,69.8%,24.2%,21.5%,22.9%,33.2%,32.3%,32.8%
Lewis,2018-P,55-64," 5,754 "," 5,574 "," 11,328 "," 4,963 "," 4,368 ", 3 ," 9,334 "," 2,407 "," 2,060 ", 1 ," 4,468 ",86.3%,78.4%,82.4%,41.8%,37.0%,39.4%,48.5%,47.2%,47.9%
Lewis,2018-P,65-," 8,346 "," 7,713 "," 16,059 "," 7,429 "," 6,820 ", 1 ," 14,250 "," 4,788 "," 4,567 ", 1 ," 9,356 ",89.0%,88.4%,88.7%,57.4%,59.2%,58.3%,64.5%,67.0%,65.7%
Lincoln,2018-P,0TOTAL," 4,231 "," 4,247 "," 8,478 "," 3,518 "," 3,545 ",," 7,063 "," 1,984 "," 1,853 ",," 3,837 ",83.1%,83.5%,83.3%,46.9%,43.6%,45.3%,56.4%,52.3%,54.3%
Lincoln,2018-P,18-24, 363 , 374 , 737 , 213 , 245 ,, 458 , 50 , 47 ,, 97 ,58.7%,65.5%,62.1%,13.8%,12.6%,13.2%,23.5%,19.2%,21.2%
Lincoln,2018-P,25-34, 402 , 417 , 818 , 337 , 356 ,, 693 , 87 , 69 ,, 156 ,83.9%,85.4%,84.7%,21.7%,16.6%,19.1%,25.8%,19.4%,22.5%
Lincoln,2018-P,35-44, 479 , 493 , 972 , 487 , 454 ,, 941 , 169 , 120 ,, 289 ,101.7%,92.1%,96.8%,35.3%,24.3%,29.7%,34.7%,26.4%,30.7%
Lincoln,2018-P,45-54, 654 , 677 ," 1,331 ", 488 , 524 ,," 1,012 ", 231 , 234 ,, 465 ,74.6%,77.5%,76.1%,35.3%,34.6%,34.9%,47.3%,44.7%,45.9%
Lincoln,2018-P,55-64, 933 , 932 ," 1,864 ", 786 , 763 ,," 1,549 ", 510 , 470 ,, 980 ,84.2%,81.9%,83.1%,54.7%,50.5%,52.6%,64.9%,61.6%,63.3%
Lincoln,2018-P,65-," 1,400 "," 1,355 "," 2,755 "," 1,207 "," 1,203 ",," 2,410 ", 937 , 913 ,," 1,850 ",86.2%,88.8%,87.5%,66.9%,67.4%,67.1%,77.6%,75.9%,76.8%
Mason,2018-P,0TOTAL," 24,625 "," 26,312 "," 50,937 "," 19,792 "," 18,532 ", 4 ," 38,328 "," 8,987 "," 8,235 ",," 17,222 ",80.4%,70.4%,75.2%,36.5%,31.3%,33.8%,45.4%,44.4%,44.9%
Mason,2018-P,18-24," 2,206 "," 2,678 "," 4,885 "," 1,316 "," 1,317 ", 1 ," 2,634 ", 201 , 196 ,, 397 ,59.6%,49.2%,53.9%,9.1%,7.3%,8.1%,15.3%,14.9%,15.1%
Mason,2018-P,25-34," 3,139 "," 3,835 "," 6,974 "," 2,260 "," 2,141 ",," 4,401 ", 426 , 347 ,, 773 ,72.0%,55.8%,63.1%,13.6%,9.0%,11.1%,18.8%,16.2%,17.6%
Mason,2018-P,35-44," 3,130 "," 3,720 "," 6,849 "," 2,261 "," 2,100 ", 1 ," 4,362 ", 597 , 505 ,," 1,102 ",72.2%,56.5%,63.7%,19.1%,13.6%,16.1%,26.4%,24.0%,25.3%
Mason,2018-P,45-54," 3,688 "," 4,110 "," 7,798 "," 2,783 "," 2,600 ",," 5,383 ", 959 , 809 ,," 1,768 ",75.5%,63.3%,69.0%,26.0%,19.7%,22.7%,34.5%,31.1%,32.8%
Mason,2018-P,55-64," 4,966 "," 4,886 "," 9,852 "," 4,362 "," 3,964 ", 2 ," 8,328 "," 2,211 "," 1,985 ",," 4,196 ",87.8%,81.1%,84.5%,44.5%,40.6%,42.6%,50.7%,50.1%,50.4%
Mason,2018-P,65-," 7,495 "," 7,083 "," 14,578 "," 6,810 "," 6,410 ",," 13,220 "," 4,593 "," 4,393 ",," 8,986 ",90.9%,90.5%,90.7%,61.3%,62.0%,61.6%,67.4%,68.5%,68.0%
Okanogan,2018-P,0TOTAL," 16,028 "," 16,404 "," 32,432 "," 11,797 "," 10,966 ", 5 ," 22,768 "," 6,045 "," 5,416 ", 2 ," 11,463 ",73.6%,66.9%,70.2%,37.7%,33.0%,35.3%,51.2%,49.4%,50.3%
Okanogan,2018-P,18-24," 1,303 "," 1,443 "," 2,746 ", 687 , 678 , 4 ," 1,369 ", 137 , 131 , 2 , 270 ,52.7%,47.0%,49.9%,10.5%,9.1%,9.8%,19.9%,19.3%,19.7%
Okanogan,2018-P,25-34," 1,867 "," 1,971 "," 3,838 "," 1,454 "," 1,209 ",," 2,663 ", 345 , 252 ,, 597 ,77.9%,61.3%,69.4%,18.5%,12.8%,15.6%,23.7%,20.8%,22.4%
Okanogan,2018-P,35-44," 2,151 "," 2,205 "," 4,356 "," 1,541 "," 1,427 ", 1 ," 2,969 ", 559 , 466 ,," 1,025 ",71.6%,64.7%,68.2%,26.0%,21.1%,23.5%,36.3%,32.7%,34.5%
Okanogan,2018-P,45-54," 2,553 "," 2,619 "," 5,172 "," 1,635 "," 1,484 ",," 3,119 ", 761 , 628 ,," 1,389 ",64.0%,56.7%,60.3%,29.8%,24.0%,26.9%,46.5%,42.3%,44.5%
Okanogan,2018-P,55-64," 3,442 "," 3,357 "," 6,800 "," 2,638 "," 2,359 ",," 4,997 "," 1,502 "," 1,266 ",," 2,768 ",76.6%,70.3%,73.5%,43.6%,37.7%,40.7%,56.9%,53.7%,55.4%
Okanogan,2018-P,65-," 4,712 "," 4,808 "," 9,521 "," 3,842 "," 3,809 ",," 7,651 "," 2,741 "," 2,673 ",," 5,414 ",81.5%,79.2%,80.4%,58.2%,55.6%,56.9%,71.3%,70.2%,70.8%
Pacific,2018-P,0TOTAL," 8,741 "," 8,871 "," 17,611 "," 7,477 "," 6,891 ", 22 ," 14,390 "," 4,300 "," 3,844 ", 7 ," 8,151 ",85.5%,77.7%,81.7%,49.2%,43.3%,46.3%,57.5%,55.8%,56.6%
Pacific,2018-P,18-24, 576 , 665 ," 1,241 ", 333 , 347 , 2 , 682 , 81 , 79 ,, 160 ,57.8%,52.2%,55.0%,14.1%,11.9%,12.9%,24.3%,22.8%,23.5%
Pacific,2018-P,25-34, 792 , 881 ," 1,673 ", 674 , 640 , 2 ," 1,316 ", 202 , 176 , 1 , 379 ,85.1%,72.7%,78.7%,25.5%,20.0%,22.7%,30.0%,27.5%,28.8%
Pacific,2018-P,35-44, 902 , 971 ," 1,873 ", 733 , 703 , 4 ," 1,440 ", 303 , 257 ,, 560 ,81.2%,72.4%,76.9%,33.6%,26.5%,29.9%,41.3%,36.6%,38.9%
Pacific,2018-P,45-54," 1,199 "," 1,269 "," 2,468 ", 915 , 831 , 2 ," 1,748 ", 432 , 365 ,, 797 ,76.3%,65.5%,70.8%,36.0%,28.8%,32.3%,47.2%,43.9%,45.6%
Pacific,2018-P,55-64," 2,010 "," 1,880 "," 3,891 "," 1,712 "," 1,450 ", 3 ," 3,165 "," 1,025 ", 818 ,," 1,843 ",85.2%,77.1%,81.4%,51.0%,43.5%,47.4%,59.9%,56.4%,58.2%
Pacific,2018-P,65-," 3,261 "," 3,205 "," 6,467 "," 3,110 "," 2,920 ", 9 ," 6,039 "," 2,257 "," 2,149 ", 6 ," 4,412 ",95.4%,91.1%,93.4%,69.2%,67.0%,68.2%,72.6%,73.6%,73.1%
Pend Oreille,2018-P,0TOTAL," 5,337 "," 5,508 "," 10,845 "," 4,511 "," 4,375 ", 51 ," 8,937 "," 2,532 "," 2,386 ", 23 ," 4,941 ",84.5%,79.4%,82.4%,47.4%,43.3%,45.6%,56.1%,54.5%,55.3%
Pend Oreille,2018-P,18-24, 461 , 491 , 952 , 292 , 319 , 7 , 618 , 76 , 70 , 2 , 148 ,63.4%,65.0%,64.9%,16.5%,14.3%,15.6%,26.0%,21.9%,23.9%
Pend Oreille,2018-P,25-34, 540 , 530 ," 1,070 ", 444 , 453 , 6 , 903 , 123 , 105 ,, 228 ,82.2%,85.5%,84.4%,22.8%,19.8%,21.3%,27.7%,23.2%,25.2%
Pend Oreille,2018-P,35-44, 593 , 638 ," 1,231 ", 497 , 452 , 7 , 956 , 188 , 157 , 3 , 348 ,83.8%,70.9%,77.7%,31.7%,24.6%,28.3%,37.8%,34.7%,36.4%
Pend Oreille,2018-P,45-54, 841 , 885 ," 1,726 ", 646 , 628 , 10 ," 1,284 ", 314 , 271 , 9 , 594 ,76.8%,70.9%,74.4%,37.3%,30.6%,34.4%,48.6%,43.2%,46.3%
Pend Oreille,2018-P,55-64," 1,186 "," 1,213 "," 2,400 "," 1,107 ", 966 , 8 ," 2,081 ", 687 , 599 , 3 ," 1,289 ",93.3%,79.6%,86.7%,57.9%,49.4%,53.7%,62.1%,62.0%,61.9%
Pend Oreille,2018-P,65-," 1,716 "," 1,751 "," 3,467 "," 1,525 "," 1,557 ", 13 ," 3,095 "," 1,144 "," 1,184 ", 6 ," 2,334 ",88.9%,88.9%,89.3%,66.7%,67.6%,67.3%,75.0%,76.0%,75.4%
Pierce,2018-P,0TOTAL," 333,924 "," 317,530 "," 651,454 "," 258,576 "," 233,170 ", 96 ," 491,842 "," 89,578 "," 79,410 ", 12 ," 169,000 ",77.4%,73.4%,75.5%,26.8%,25.0%,25.9%,34.6%,34.1%,34.4%
Pierce,2018-P,18-24," 37,636 "," 38,993 "," 76,629 "," 22,004 "," 21,297 ", 25 ," 43,326 "," 3,342 "," 3,074 ", 2 ," 6,418 ",58.5%,54.6%,56.5%,8.9%,7.9%,8.4%,15.2%,14.4%,14.8%
Pierce,2018-P,25-34," 59,758 "," 57,382 "," 117,140 "," 44,379 "," 40,737 ", 15 ," 85,131 "," 6,819 "," 6,027 ", 2 ," 12,848 ",74.3%,71.0%,72.7%,11.4%,10.5%,11.0%,15.4%,14.8%,15.1%
Pierce,2018-P,35-44," 55,701 "," 54,150 "," 109,851 "," 43,882 "," 39,980 ", 24 ," 83,886 "," 9,600 "," 8,454 ", 2 ," 18,056 ",78.8%,73.8%,76.4%,17.2%,15.6%,16.4%,21.9%,21.1%,21.5%
Pierce,2018-P,45-54," 57,206 "," 57,240 "," 114,446 "," 43,462 "," 40,200 ", 8 ," 83,670 "," 13,155 "," 12,100 ",," 25,255 ",76.0%,70.2%,73.1%,23.0%,21.1%,22.1%,30.3%,30.1%,30.2%
Pierce,2018-P,55-64," 57,886 "," 55,080 "," 112,966 "," 47,421 "," 43,154 ", 16 ," 90,591 "," 21,298 "," 19,024 ", 3 ," 40,325 ",81.9%,78.3%,80.2%,36.8%,34.5%,35.7%,44.9%,44.1%,44.5%
Pierce,2018-P,65-," 65,736 "," 54,686 "," 120,422 "," 57,428 "," 47,802 ", 8 ," 105,238 "," 35,364 "," 30,731 ", 3 ," 66,098 ",87.4%,87.4%,87.4%,53.8%,56.2%,54.9%,61.6%,64.3%,62.8%
San Juan,2018-P,0TOTAL," 7,350 "," 6,974 "," 14,324 "," 6,834 "," 6,233 ", 2 ," 13,069 "," 3,829 "," 3,282 ",," 7,111 ",93.0%,89.4%,91.2%,52.1%,47.1%,49.6%,56.0%,52.7%,54.4%
San Juan,2018-P,18-24, 434 , 434 , 868 , 285 , 289 , 1 , 575 , 69 , 64 ,, 133 ,65.7%,66.6%,66.2%,15.9%,14.7%,15.3%,24.2%,22.1%,23.1%
San Juan,2018-P,25-34, 636 , 572 ," 1,208 ", 644 , 555 , 1 ," 1,200 ", 171 , 136 ,, 307 ,101.2%,97.0%,99.3%,26.9%,23.8%,25.4%,26.6%,24.5%,25.6%
San Juan,2018-P,35-44, 789 , 800 ," 1,588 ", 709 , 625 ,," 1,334 ", 256 , 185 ,, 441 ,89.9%,78.2%,84.0%,32.5%,23.1%,27.8%,36.1%,29.6%,33.1%
San Juan,2018-P,45-54," 1,075 "," 1,033 "," 2,108 ", 844 , 777 ,," 1,621 ", 370 , 325 ,, 695 ,78.5%,75.2%,76.9%,34.4%,31.5%,33.0%,43.8%,41.8%,42.9%
San Juan,2018-P,55-64," 1,718 "," 1,551 "," 3,270 "," 1,551 "," 1,283 ",," 2,834 ", 923 , 677 ,," 1,600 ",90.3%,82.7%,86.7%,53.7%,43.6%,48.9%,59.5%,52.8%,56.5%
San Juan,2018-P,65-," 2,698 "," 2,583 "," 5,282 "," 2,801 "," 2,704 ",," 5,505 "," 2,040 "," 1,895 ",," 3,935 ",103.8%,104.7%,104.2%,75.6%,73.4%,74.5%,72.8%,70.1%,71.5%
Skagit,2018-P,0TOTAL," 48,750 "," 47,661 "," 96,411 "," 39,080 "," 34,892 ", 8 ," 73,980 "," 16,930 "," 14,740 ", 2 ," 31,672 ",80.2%,73.2%,76.7%,34.7%,30.9%,32.9%,43.3%,42.2%,42.8%
Skagit,2018-P,18-24," 4,723 "," 4,903 "," 9,625 "," 2,685 "," 2,581 ", 3 ," 5,269 ", 447 , 439 ,, 886 ,56.9%,52.6%,54.7%,9.5%,9.0%,9.2%,16.6%,17.0%,16.8%
Skagit,2018-P,25-34," 6,931 "," 7,251 "," 14,183 "," 5,361 "," 4,711 ",," 10,072 ", 858 , 799 ,," 1,657 ",77.3%,65.0%,71.0%,12.4%,11.0%,11.7%,16.0%,17.0%,16.5%
Skagit,2018-P,35-44," 6,927 "," 7,277 "," 14,204 "," 5,090 "," 4,776 ",," 9,866 "," 1,248 "," 1,127 ",," 2,375 ",73.5%,65.6%,69.5%,18.0%,15.5%,16.7%,24.5%,23.6%,24.1%
Skagit,2018-P,45-54," 7,600 "," 7,770 "," 15,371 "," 5,574 "," 5,019 ", 2 ," 10,595 "," 1,894 "," 1,574 ", 1 ," 3,469 ",73.3%,64.6%,68.9%,24.9%,20.3%,22.6%,34.0%,31.4%,32.7%
Skagit,2018-P,55-64," 9,210 "," 8,685 "," 17,895 "," 7,843 "," 6,757 ", 2 ," 14,602 "," 3,979 "," 3,249 ", 1 ," 7,229 ",85.2%,77.8%,81.6%,43.2%,37.4%,40.4%,50.7%,48.1%,49.5%
Skagit,2018-P,65-," 13,358 "," 11,775 "," 25,133 "," 12,527 "," 11,048 ", 1 ," 23,576 "," 8,504 "," 7,552 ",," 16,056 ",93.8%,93.8%,93.8%,63.7%,64.1%,63.9%,67.9%,68.4%,68.1%
Skamania,2018-P,0TOTAL," 4,677 "," 4,744 "," 9,421 "," 3,773 "," 3,803 ", 15 ," 7,591 "," 1,564 "," 1,490 ", 5 ," 3,059 ",80.7%,80.2%,80.6%,33.4%,31.4%,32.5%,41.5%,39.2%,40.3%
Skamania,2018-P,18-24, 398 , 407 , 805 , 212 , 225 ,, 437 , 30 , 42 ,, 72 ,53.3%,55.2%,54.3%,7.5%,10.3%,8.9%,14.2%,18.7%,16.5%
Skamania,2018-P,25-34, 527 , 546 ," 1,074 ", 486 , 464 , 6 , 956 , 90 , 70 , 2 , 162 ,92.2%,84.9%,89.0%,17.1%,12.8%,15.1%,18.5%,15.1%,16.9%
Skamania,2018-P,35-44, 680 , 673 ," 1,352 ", 533 , 539 , 4 ," 1,076 ", 143 , 132 , 2 , 277 ,78.4%,80.1%,79.6%,21.0%,19.6%,20.5%,26.8%,24.5%,25.7%
Skamania,2018-P,45-54, 839 , 832 ," 1,671 ", 635 , 588 , 2 ," 1,225 ", 224 , 167 ,, 391 ,75.7%,70.7%,73.3%,26.7%,20.1%,23.4%,35.3%,28.4%,31.9%
Skamania,2018-P,55-64," 1,020 "," 1,067 "," 2,087 ", 877 , 901 , 1 ," 1,779 ", 426 , 392 ,, 818 ,86.0%,84.5%,85.2%,41.8%,36.8%,39.2%,48.6%,43.5%,46.0%
Skamania,2018-P,65-," 1,213 "," 1,219 "," 2,431 "," 1,030 "," 1,086 ", 2 ," 2,118 ", 651 , 687 , 1 ," 1,339 ",84.9%,89.1%,87.1%,53.7%,56.4%,55.1%,63.2%,63.3%,63.2%
Snohomish,2018-P,0TOTAL," 306,054 "," 304,238 "," 610,291 "," 235,380 "," 218,010 ", 65 ," 453,455 "," 88,893 "," 79,044 ", 18 ," 167,955 ",76.9%,71.7%,74.3%,29.0%,26.0%,27.5%,37.8%,36.3%,37.0%
Snohomish,2018-P,18-24," 29,953 "," 32,352 "," 62,305 "," 19,401 "," 18,804 ", 10 ," 38,215 "," 3,631 "," 3,260 ", 2 ," 6,893 ",64.8%,58.1%,61.3%,12.1%,10.1%,11.1%,18.7%,17.3%,18.0%
Snohomish,2018-P,25-34," 51,463 "," 54,736 "," 106,199 "," 39,080 "," 36,909 ", 16 ," 76,005 "," 7,407 "," 6,602 ", 2 ," 14,011 ",75.9%,67.4%,71.6%,14.4%,12.1%,13.2%,19.0%,17.9%,18.4%
Snohomish,2018-P,35-44," 53,973 "," 57,086 "," 111,059 "," 39,835 "," 37,714 ", 5 ," 77,554 "," 10,070 "," 9,097 ", 2 ," 19,169 ",73.8%,66.1%,69.8%,18.7%,15.9%,17.3%,25.3%,24.1%,24.7%
Snohomish,2018-P,45-54," 55,946 "," 57,799 "," 113,745 "," 41,630 "," 40,048 ", 7 ," 81,685 "," 13,822 "," 13,037 ", 1 ," 26,860 ",74.4%,69.3%,71.8%,24.7%,22.6%,23.6%,33.2%,32.6%,32.9%
Snohomish,2018-P,55-64," 54,899 "," 53,862 "," 108,761 "," 45,135 "," 42,878 ", 10 ," 88,023 "," 21,678 "," 19,780 ", 3 ," 41,461 ",82.2%,79.6%,80.9%,39.5%,36.7%,38.1%,48.0%,46.1%,47.1%
Snohomish,2018-P,65-," 59,819 "," 48,403 "," 108,222 "," 50,299 "," 41,657 ", 17 ," 91,973 "," 32,285 "," 27,268 ", 8 ," 59,561 ",84.1%,86.1%,85.0%,54.0%,56.3%,55.0%,64.2%,65.5%,64.8%
Spokane,2018-P,0TOTAL," 195,875 "," 189,720 "," 385,594 "," 160,873 "," 145,373 "," 2,897 "," 309,143 "," 75,978 "," 66,635 ", 844 ," 143,457 ",82.1%,76.6%,80.2%,38.8%,35.1%,37.2%,47.2%,45.8%,46.4%
Spokane,2018-P,18-24," 28,429 "," 27,933 "," 56,361 "," 13,816 "," 13,443 ", 933 ," 28,192 "," 2,853 "," 2,732 ", 176 ," 5,761 ",48.6%,48.1%,50.0%,10.0%,9.8%,10.2%,20.6%,20.3%,20.4%
Spokane,2018-P,25-34," 29,970 "," 31,286 "," 61,256 "," 26,287 "," 24,599 ", 560 ," 51,446 "," 6,207 "," 5,325 ", 110 ," 11,642 ",87.7%,78.6%,84.0%,20.7%,17.0%,19.0%,23.6%,21.6%,22.6%
Spokane,2018-P,35-44," 27,876 "," 29,293 "," 57,169 "," 25,343 "," 23,793 ", 367 ," 49,503 "," 8,118 "," 7,197 ", 81 ," 15,396 ",90.9%,81.2%,86.6%,29.1%,24.6%,26.9%,32.0%,30.2%,31.1%
Spokane,2018-P,45-54," 31,282 "," 31,547 "," 62,829 "," 25,198 "," 23,490 ", 341 ," 49,029 "," 10,727 "," 9,784 ", 114 ," 20,625 ",80.6%,74.5%,78.0%,34.3%,31.0%,32.8%,42.6%,41.7%,42.1%
Spokane,2018-P,55-64," 34,481 "," 32,705 "," 67,186 "," 30,030 "," 26,566 ", 336 ," 56,932 "," 18,032 "," 15,566 ", 149 ," 33,747 ",87.1%,81.2%,84.7%,52.3%,47.6%,50.2%,60.0%,58.6%,59.3%
Spokane,2018-P,65-," 43,836 "," 36,956 "," 80,792 "," 40,199 "," 33,482 ", 360 ," 74,041 "," 30,041 "," 26,031 ", 214 ," 56,286 ",91.7%,90.6%,91.6%,68.5%,70.4%,69.7%,74.7%,77.7%,76.0%
