County,Year,Age, Female Population , Male Population , Total Population , Female Voters , Male Voters , Unknown Voters , Total Voters , Female Ballots , Male Ballots , Unknown Ballots , Total Ballots ,Female Registered Population,Male Registered Population,Total Registered Population,Female Pop Turnout,Male Pop Turnout,Total Pop Turnout,Female Voter Turnout, Male Voter Turnout ,Total Voter Turnout
Island,2018-P,35-44,3780.32 ,3666.04 ,7446.36 ,3413.00 ,3143.00 ,,6556.00 ,884.00 ,740.00 ,,1624.00 ,0.90 ,0.86 ,0.88 ,0.23 ,0.20 ,0.22 ,0.26 ,0.24 ,0.25 
Island,2018-P,45-54,4816.95 ,4334.71 ,9151.66 ,3849.00 ,3580.00 ,1.00 ,7430.00 ,1473.00 ,1310.00 ,,2783.00 ,0.80 ,0.83 ,0.81 ,0.31 ,0.30 ,0.30 ,0.38 ,0.37 ,0.37 
Island,2018-P,55-64,7247.35 ,6157.26 ,13404.61 ,6045.00 ,5093.00 ,,11138.00 ,3486.00 ,2738.00 ,,6224.00 ,0.83 ,0.83 ,0.83 ,0.48 ,0.44 ,0.46 ,0.58 ,0.54 ,0.56 
Island,2018-P,65-,10846.58 ,9832.97 ,20679.54 ,10297.00 ,9424.00 ,,19721.00 ,7576.00 ,6903.00 ,,14479.00 ,0.95 ,0.96 ,0.95 ,0.70 ,0.70 ,0.70 ,0.74 ,0.73 ,0.73 
Jefferson,2018-P,0TOTAL,13796.54 ,13515.86 ,27312.38 ,12930.00 ,11753.00 ,,24683.00 ,8181.00 ,6945.00 ,,15126.00 ,0.94 ,0.87 ,0.90 ,0.59 ,0.51 ,0.55 ,0.63 ,0.59 ,0.61 
Jefferson,2018-P,18-24,765.51 ,829.83 ,1595.34 ,496.00 ,482.00 ,,978.00 ,144.00 ,128.00 ,,272.00 ,0.65 ,0.58 ,0.61 ,0.19 ,0.15 ,0.17 ,0.29 ,0.27 ,0.28 
Jefferson,2018-P,25-34,1064.63 ,1211.00 ,2275.62 ,1124.00 ,1057.00 ,,2181.00 ,360.00 ,240.00 ,,600.00 ,1.06 ,0.87 ,0.96 ,0.34 ,0.20 ,0.26 ,0.32 ,0.23 ,0.28 
Jefferson,2018-P,35-44,1248.87 ,1385.83 ,2634.70 ,1169.00 ,1062.00 ,,2231.00 ,444.00 ,368.00 ,,812.00 ,0.94 ,0.77 ,0.85 ,0.36 ,0.27 ,0.31 ,0.38 ,0.35 ,0.36 
Jefferson,2018-P,45-54,1831.73 ,1760.62 ,3592.35 ,1457.00 ,1266.00 ,,2723.00 ,764.00 ,560.00 ,,1324.00 ,0.80 ,0.72 ,0.76 ,0.42 ,0.32 ,0.37 ,0.52 ,0.44 ,0.49 
Jefferson,2018-P,55-64,3231.15 ,2819.08 ,6050.23 ,2973.00 ,2370.00 ,,5343.00 ,1990.00 ,1419.00 ,,3409.00 ,0.92 ,0.84 ,0.88 ,0.62 ,0.50 ,0.56 ,0.67 ,0.60 ,0.64 
Jefferson,2018-P,65-,5654.65 ,5509.50 ,11164.14 ,5711.00 ,5516.00 ,,11227.00 ,4479.00 ,4230.00 ,,8709.00 ,1.01 ,1.00 ,1.01 ,0.79 ,0.77 ,0.78 ,0.78 ,0.77 ,0.78 
King,2018-P,0TOTAL,857377.93 ,846539.89 ,1703917.84 ,641744.00 ,605458.00 ,3488.00 ,1250690.00 ,286248.00 ,259230.00 ,761.00 ,546239.00 ,0.75 ,0.72 ,0.73 ,0.33 ,0.31 ,0.32 ,0.45 ,0.43 ,0.44 
King,2018-P,18-24,95710.11 ,95917.49 ,191627.60 ,51049.00 ,48791.00 ,837.00 ,100677.00 ,13063.00 ,11492.00 ,164.00 ,24719.00 ,0.53 ,0.51 ,0.53 ,0.14 ,0.12 ,0.13 ,0.26 ,0.24 ,0.25 
King,2018-P,25-34,189521.92 ,200980.19 ,390502.11 ,122192.00 ,118547.00 ,786.00 ,241525.00 ,35007.00 ,32468.00 ,156.00 ,67631.00 ,0.64 ,0.59 ,0.62 ,0.18 ,0.16 ,0.17 ,0.29 ,0.27 ,0.28 
King,2018-P,35-44,154192.00 ,161205.15 ,315397.16 ,115712.00 ,111611.00 ,631.00 ,227954.00 ,40377.00 ,37891.00 ,111.00 ,78379.00 ,0.75 ,0.69 ,0.72 ,0.26 ,0.24 ,0.25 ,0.35 ,0.34 ,0.34 
King,2018-P,45-54,139949.08 ,144466.88 ,284415.96 ,111609.00 ,111318.00 ,468.00 ,223395.00 ,47457.00 ,45742.00 ,86.00 ,93285.00 ,0.80 ,0.77 ,0.79 ,0.34 ,0.32 ,0.33 ,0.43 ,0.41 ,0.42 
King,2018-P,55-64,128972.41 ,126531.15 ,255503.55 ,108129.00 ,104432.00 ,387.00 ,212948.00 ,60311.00 ,55582.00 ,92.00 ,115985.00 ,0.84 ,0.83 ,0.83 ,0.47 ,0.44 ,0.45 ,0.56 ,0.53 ,0.54 
King,2018-P,65-,149032.41 ,117439.03 ,266471.46 ,133053.00 ,110759.00 ,379.00 ,244191.00 ,90033.00 ,76055.00 ,152.00 ,166240.00 ,0.89 ,0.94 ,0.92 ,0.60 ,0.65 ,0.62 ,0.68 ,0.69 ,0.68 
Kitsap,2018-P,0TOTAL,103396.39 ,105367.75 ,208764.12 ,85951.00 ,80552.00 ,36.00 ,166539.00 ,34674.00 ,31232.00 ,11.00 ,65917.00 ,0.83 ,0.76 ,0.80 ,0.34 ,0.30 ,0.32 ,0.40 ,0.39 ,0.40 
Kitsap,2018-P,18-24,9237.52 ,15314.67 ,24552.19 ,6503.00 ,6507.00 ,7.00 ,13017.00 ,1094.00 ,975.00 ,3.00 ,2072.00 ,0.70 ,0.42 ,0.53 ,0.12 ,0.06 ,0.08 ,0.17 ,0.15 ,0.16 
Kitsap,2018-P,25-34,13413.07 ,17201.38 ,30614.45 ,13060.00 ,12751.00 ,12.00 ,25823.00 ,2111.00 ,1940.00 ,1.00 ,4052.00 ,0.97 ,0.74 ,0.84 ,0.16 ,0.11 ,0.13 ,0.16 ,0.15 ,0.16 
Kitsap,2018-P,35-44,14644.62 ,13592.07 ,28236.69 ,12647.00 ,12236.00 ,3.00 ,24886.00 ,3005.00 ,2669.00 ,1.00 ,5675.00 ,0.86 ,0.90 ,0.88 ,0.21 ,0.20 ,0.20 ,0.24 ,0.22 ,0.23 
Kitsap,2018-P,45-54,17562.19 ,15918.00 ,33480.19 ,13685.00 ,12963.00 ,3.00 ,26651.00 ,4759.00 ,4206.00 ,1.00 ,8966.00 ,0.78 ,0.81 ,0.80 ,0.27 ,0.26 ,0.27 ,0.35 ,0.32 ,0.34 
Kitsap,2018-P,55-64,20663.21 ,19326.76 ,39989.97 ,17272.00 ,15781.00 ,6.00 ,33059.00 ,8630.00 ,7655.00 ,2.00 ,16287.00 ,0.84 ,0.82 ,0.83 ,0.42 ,0.40 ,0.41 ,0.50 ,0.49 ,0.49 
Kitsap,2018-P,65-,27875.78 ,24014.87 ,51890.63 ,22784.00 ,20314.00 ,5.00 ,43103.00 ,15075.00 ,13787.00 ,3.00 ,28865.00 ,0.82 ,0.85 ,0.83 ,0.54 ,0.57 ,0.56 ,0.66 ,0.68 ,0.67 
Kittitas,2018-P,0TOTAL,17420.50 ,18420.11 ,35840.65 ,12682.00 ,12104.00 ,1.00 ,24787.00 ,5716.00 ,5251.00 ,1.00 ,10968.00 ,0.73 ,0.66 ,0.69 ,0.33 ,0.29 ,0.31 ,0.45 ,0.43 ,0.44 
Kittitas,2018-P,18-24,4917.66 ,5258.35 ,10176.01 ,1214.00 ,1212.00 ,,2426.00 ,186.00 ,182.00 ,,368.00 ,0.25 ,0.23 ,0.24 ,0.04 ,0.03 ,0.04 ,0.15 ,0.15 ,0.15 
Kittitas,2018-P,25-34,1956.09 ,2425.35 ,4381.44 ,1839.00 ,1763.00 ,1.00 ,3603.00 ,397.00 ,371.00 ,1.00 ,769.00 ,0.94 ,0.73 ,0.82 ,0.20 ,0.15 ,0.18 ,0.22 ,0.21 ,0.21 
Kittitas,2018-P,35-44,1819.64 ,1971.90 ,3791.54 ,1729.00 ,1646.00 ,,3375.00 ,562.00 ,467.00 ,,1029.00 ,0.95 ,0.83 ,0.89 ,0.31 ,0.24 ,0.27 ,0.33 ,0.28 ,0.30 
Kittitas,2018-P,45-54,2325.78 ,2387.12 ,4712.91 ,1881.00 ,1802.00 ,,3683.00 ,763.00 ,697.00 ,,1460.00 ,0.81 ,0.75 ,0.78 ,0.33 ,0.29 ,0.31 ,0.41 ,0.39 ,0.40 
Kittitas,2018-P,55-64,2694.74 ,2783.95 ,5478.70 ,2518.00 ,2301.00 ,,4819.00 ,1401.00 ,1200.00 ,,2601.00 ,0.93 ,0.83 ,0.88 ,0.52 ,0.43 ,0.47 ,0.56 ,0.52 ,0.54 
Kittitas,2018-P,65-,3706.59 ,3593.44 ,7300.05 ,3501.00 ,3380.00 ,,6881.00 ,2407.00 ,2334.00 ,,4741.00 ,0.94 ,0.94 ,0.94 ,0.65 ,0.65 ,0.65 ,0.69 ,0.69 ,0.69 
Klickitat,2018-P,0TOTAL,8592.88 ,8828.67 ,17421.57 ,7008.00 ,6983.00 ,,13991.00 ,3396.00 ,3178.00 ,,6574.00 ,0.82 ,0.79 ,0.80 ,0.40 ,0.36 ,0.38 ,0.48 ,0.46 ,0.47 
Klickitat,2018-P,18-24,704.68 ,778.27 ,1482.95 ,414.00 ,403.00 ,,817.00 ,85.00 ,76.00 ,,161.00 ,0.59 ,0.52 ,0.55 ,0.12 ,0.10 ,0.11 ,0.21 ,0.19 ,0.20 
Klickitat,2018-P,25-34,879.89 ,899.58 ,1779.48 ,818.00 ,757.00 ,,1575.00 ,179.00 ,141.00 ,,320.00 ,0.93 ,0.84 ,0.89 ,0.20 ,0.16 ,0.18 ,0.22 ,0.19 ,0.20 
Klickitat,2018-P,35-44,1113.41 ,1183.95 ,2297.37 ,993.00 ,963.00 ,,1956.00 ,342.00 ,261.00 ,,603.00 ,0.89 ,0.81 ,0.85 ,0.31 ,0.22 ,0.26 ,0.34 ,0.27 ,0.31 
Klickitat,2018-P,45-54,1344.64 ,1443.94 ,2788.58 ,970.00 ,1044.00 ,,2014.00 ,401.00 ,409.00 ,,810.00 ,0.72 ,0.72 ,0.72 ,0.30 ,0.28 ,0.29 ,0.41 ,0.39 ,0.40 
Klickitat,2018-P,55-64,1893.51 ,1804.21 ,3697.73 ,1555.00 ,1466.00 ,,3021.00 ,836.00 ,693.00 ,,1529.00 ,0.82 ,0.81 ,0.82 ,0.44 ,0.38 ,0.41 ,0.54 ,0.47 ,0.51 
Klickitat,2018-P,65-,2656.75 ,2718.72 ,5375.46 ,2258.00 ,2350.00 ,,4608.00 ,1553.00 ,1598.00 ,,3151.00 ,0.85 ,0.86 ,0.86 ,0.58 ,0.59 ,0.59 ,0.69 ,0.68 ,0.68 
Lewis,2018-P,0TOTAL,30316.92 ,30258.45 ,60575.36 ,24164.00 ,22130.00 ,47.00 ,46341.00 ,9960.00 ,9134.00 ,7.00 ,19101.00 ,0.80 ,0.73 ,0.77 ,0.33 ,0.30 ,0.32 ,0.41 ,0.41 ,0.41 
Lewis,2018-P,18-24,3020.29 ,3302.05 ,6322.34 ,1694.00 ,1781.00 ,12.00 ,3487.00 ,272.00 ,261.00 ,1.00 ,534.00 ,0.56 ,0.54 ,0.55 ,0.09 ,0.08 ,0.08 ,0.16 ,0.15 ,0.15 
Lewis,2018-P,25-34,4118.86 ,4410.16 ,8529.02 ,3244.00 ,2889.00 ,11.00 ,6144.00 ,505.00 ,472.00 ,1.00 ,978.00 ,0.79 ,0.66 ,0.72 ,0.12 ,0.11 ,0.11 ,0.16 ,0.16 ,0.16 
Lewis,2018-P,35-44,4205.66 ,4282.07 ,8487.73 ,3280.00 ,2964.00 ,11.00 ,6255.00 ,807.00 ,705.00 ,2.00 ,1514.00 ,0.78 ,0.69 ,0.74 ,0.19 ,0.16 ,0.18 ,0.25 ,0.24 ,0.24 
Lewis,2018-P,45-54,4871.53 ,4977.94 ,9849.48 ,3554.00 ,3308.00 ,9.00 ,6871.00 ,1181.00 ,1069.00 ,1.00 ,2251.00 ,0.73 ,0.66 ,0.70 ,0.24 ,0.21 ,0.23 ,0.33 ,0.32 ,0.33 
Lewis,2018-P,55-64,5754.09 ,5573.51 ,11327.60 ,4963.00 ,4368.00 ,3.00 ,9334.00 ,2407.00 ,2060.00 ,1.00 ,4468.00 ,0.86 ,0.78 ,0.82 ,0.42 ,0.37 ,0.39 ,0.48 ,0.47 ,0.48 
Lewis,2018-P,65-,8346.49 ,7712.72 ,16059.19 ,7429.00 ,6820.00 ,1.00 ,14250.00 ,4788.00 ,4567.00 ,1.00 ,9356.00 ,0.89 ,0.88 ,0.89 ,0.57 ,0.59 ,0.58 ,0.64 ,0.67 ,0.66 
Lincoln,2018-P,0TOTAL,4230.95 ,4246.77 ,8477.77 ,3518.00 ,3545.00 ,,7063.00 ,1984.00 ,1853.00 ,,3837.00 ,0.83 ,0.83 ,0.83 ,0.47 ,0.44 ,0.45 ,0.56 ,0.52 ,0.54 
Lincoln,2018-P,18-24,363.00 ,374.13 ,737.15 ,213.00 ,245.00 ,,458.00 ,50.00 ,47.00 ,,97.00 ,0.59 ,0.65 ,0.62 ,0.14 ,0.13 ,0.13 ,0.23 ,0.19 ,0.21 
Lincoln,2018-P,25-34,401.55 ,416.79 ,818.34 ,337.00 ,356.00 ,,693.00 ,87.00 ,69.00 ,,156.00 ,0.84 ,0.85 ,0.85 ,0.22 ,0.17 ,0.19 ,0.26 ,0.19 ,0.23 
Lincoln,2018-P,35-44,479.05 ,493.08 ,972.13 ,487.00 ,454.00 ,,941.00 ,169.00 ,120.00 ,,289.00 ,1.02 ,0.92 ,0.97 ,0.35 ,0.24 ,0.30 ,0.35 ,0.26 ,0.31 
Lincoln,2018-P,45-54,654.03 ,676.52 ,1330.56 ,488.00 ,524.00 ,,1012.00 ,231.00 ,234.00 ,,465.00 ,0.75 ,0.77 ,0.76 ,0.35 ,0.35 ,0.35 ,0.47 ,0.45 ,0.46 
Lincoln,2018-P,55-64,932.96 ,931.52 ,1864.49 ,786.00 ,763.00 ,,1549.00 ,510.00 ,470.00 ,,980.00 ,0.84 ,0.82 ,0.83 ,0.55 ,0.50 ,0.53 ,0.65 ,0.62 ,0.63 
Lincoln,2018-P,65-,1400.36 ,1354.73 ,2755.10 ,1207.00 ,1203.00 ,,2410.00 ,937.00 ,913.00 ,,1850.00 ,0.86 ,0.89 ,0.87 ,0.67 ,0.67 ,0.67 ,0.78 ,0.76 ,0.77 
Mason,2018-P,0TOTAL,24624.90 ,26312.00 ,50936.87 ,19792.00 ,18532.00 ,4.00 ,38328.00 ,8987.00 ,8235.00 ,,17222.00 ,0.80 ,0.70 ,0.75 ,0.36 ,0.31 ,0.34 ,0.45 ,0.44 ,0.45 
Mason,2018-P,18-24,2206.41 ,2678.26 ,4884.66 ,1316.00 ,1317.00 ,1.00 ,2634.00 ,201.00 ,196.00 ,,397.00 ,0.60 ,0.49 ,0.54 ,0.09 ,0.07 ,0.08 ,0.15 ,0.15 ,0.15 
Mason,2018-P,25-34,3138.71 ,3835.35 ,6974.06 ,2260.00 ,2141.00 ,,4401.00 ,426.00 ,347.00 ,,773.00 ,0.72 ,0.56 ,0.63 ,0.14 ,0.09 ,0.11 ,0.19 ,0.16 ,0.18 
Mason,2018-P,35-44,3129.52 ,3719.84 ,6849.35 ,2261.00 ,2100.00 ,1.00 ,4362.00 ,597.00 ,505.00 ,,1102.00 ,0.72 ,0.56 ,0.64 ,0.19 ,0.14 ,0.16 ,0.26 ,0.24 ,0.25 
Mason,2018-P,45-54,3688.43 ,4109.78 ,7798.21 ,2783.00 ,2600.00 ,,5383.00 ,959.00 ,809.00 ,,1768.00 ,0.75 ,0.63 ,0.69 ,0.26 ,0.20 ,0.23 ,0.34 ,0.31 ,0.33 
Mason,2018-P,55-64,4966.43 ,4885.88 ,9852.31 ,4362.00 ,3964.00 ,2.00 ,8328.00 ,2211.00 ,1985.00 ,,4196.00 ,0.88 ,0.81 ,0.85 ,0.45 ,0.41 ,0.43 ,0.51 ,0.50 ,0.50 
Mason,2018-P,65-,7495.40 ,7082.89 ,14578.28 ,6810.00 ,6410.00 ,,13220.00 ,4593.00 ,4393.00 ,,8986.00 ,0.91 ,0.90 ,0.91 ,0.61 ,0.62 ,0.62 ,0.67 ,0.69 ,0.68 
Okanogan,2018-P,0TOTAL,16028.19 ,16403.84 ,32432.00 ,11797.00 ,10966.00 ,5.00 ,22768.00 ,6045.00 ,5416.00 ,2.00 ,11463.00 ,0.74 ,0.67 ,0.70 ,0.38 ,0.33 ,0.35 ,0.51 ,0.49 ,0.50 
Okanogan,2018-P,18-24,1302.53 ,1443.35 ,2745.87 ,687.00 ,678.00 ,4.00 ,1369.00 ,137.00 ,131.00 ,2.00 ,270.00 ,0.53 ,0.47 ,0.50 ,0.11 ,0.09 ,0.10 ,0.20 ,0.19 ,0.20 
Okanogan,2018-P,25-34,1866.73 ,1971.37 ,3838.10 ,1454.00 ,1209.00 ,,2663.00 ,345.00 ,252.00 ,,597.00 ,0.78 ,0.61 ,0.69 ,0.18 ,0.13 ,0.16 ,0.24 ,0.21 ,0.22 
Okanogan,2018-P,35-44,2150.86 ,2205.12 ,4355.98 ,1541.00 ,1427.00 ,1.00 ,2969.00 ,559.00 ,466.00 ,,1025.00 ,0.72 ,0.65 ,0.68 ,0.26 ,0.21 ,0.24 ,0.36 ,0.33 ,0.35 
Okanogan,2018-P,45-54,2553.49 ,2618.53 ,5172.02 ,1635.00 ,1484.00 ,,3119.00 ,761.00 ,628.00 ,,1389.00 ,0.64 ,0.57 ,0.60 ,0.30 ,0.24 ,0.27 ,0.47 ,0.42 ,0.45 
Okanogan,2018-P,55-64,3442.37 ,3357.14 ,6799.50 ,2638.00 ,2359.00 ,,4997.00 ,1502.00 ,1266.00 ,,2768.00 ,0.77 ,0.70 ,0.73 ,0.44 ,0.38 ,0.41 ,0.57 ,0.54 ,0.55 
Okanogan,2018-P,65-,4712.21 ,4808.33 ,9520.53 ,3842.00 ,3809.00 ,,7651.00 ,2741.00 ,2673.00 ,,5414.00 ,0.82 ,0.79 ,0.80 ,0.58 ,0.56 ,0.57 ,0.71 ,0.70 ,0.71 
Pacific,2018-P,0TOTAL,8740.64 ,8870.61 ,17611.26 ,7477.00 ,6891.00 ,22.00 ,14390.00 ,4300.00 ,3844.00 ,7.00 ,8151.00 ,0.86 ,0.78 ,0.82 ,0.49 ,0.43 ,0.46 ,0.58 ,0.56 ,0.57 
Pacific,2018-P,18-24,575.96 ,664.74 ,1240.70 ,333.00 ,347.00 ,2.00 ,682.00 ,81.00 ,79.00 ,,160.00 ,0.58 ,0.52 ,0.55 ,0.14 ,0.12 ,0.13 ,0.24 ,0.23 ,0.23 
Pacific,2018-P,25-34,791.65 ,880.87 ,1672.52 ,674.00 ,640.00 ,2.00 ,1316.00 ,202.00 ,176.00 ,1.00 ,379.00 ,0.85 ,0.73 ,0.79 ,0.26 ,0.20 ,0.23 ,0.30 ,0.28 ,0.29 
Pacific,2018-P,35-44,902.29 ,970.64 ,1872.93 ,733.00 ,703.00 ,4.00 ,1440.00 ,303.00 ,257.00 ,,560.00 ,0.81 ,0.72 ,0.77 ,0.34 ,0.26 ,0.30 ,0.41 ,0.37 ,0.39 
Pacific,2018-P,45-54,1199.01 ,1268.81 ,2467.82 ,915.00 ,831.00 ,2.00 ,1748.00 ,432.00 ,365.00 ,,797.00 ,0.76 ,0.65 ,0.71 ,0.36 ,0.29 ,0.32 ,0.47 ,0.44 ,0.46 
Pacific,2018-P,55-64,2010.26 ,1880.26 ,3890.53 ,1712.00 ,1450.00 ,3.00 ,3165.00 ,1025.00 ,818.00 ,,1843.00 ,0.85 ,0.77 ,0.81 ,0.51 ,0.44 ,0.47 ,0.60 ,0.56 ,0.58 
Pacific,2018-P,65-,3261.47 ,3205.29 ,6466.76 ,3110.00 ,2920.00 ,9.00 ,6039.00 ,2257.00 ,2149.00 ,6.00 ,4412.00 ,0.95 ,0.91 ,0.93 ,0.69 ,0.67 ,0.68 ,0.73 ,0.74 ,0.73 
Pend Oreille,2018-P,0TOTAL,5336.88 ,5508.32 ,10845.20 ,4511.00 ,4375.00 ,51.00 ,8937.00 ,2532.00 ,2386.00 ,23.00 ,4941.00 ,0.85 ,0.79 ,0.82 ,0.47 ,0.43 ,0.46 ,0.56 ,0.55 ,0.55 
Pend Oreille,2018-P,18-24,460.83 ,490.70 ,951.53 ,292.00 ,319.00 ,7.00 ,618.00 ,76.00 ,70.00 ,2.00 ,148.00 ,0.63 ,0.65 ,0.65 ,0.16 ,0.14 ,0.16 ,0.26 ,0.22 ,0.24 
Pend Oreille,2018-P,25-34,540.07 ,529.86 ,1069.93 ,444.00 ,453.00 ,6.00 ,903.00 ,123.00 ,105.00 ,,228.00 ,0.82 ,0.85 ,0.84 ,0.23 ,0.20 ,0.21 ,0.28 ,0.23 ,0.25 
Pend Oreille,2018-P,35-44,593.37 ,637.65 ,1231.02 ,497.00 ,452.00 ,7.00 ,956.00 ,188.00 ,157.00 ,3.00 ,348.00 ,0.84 ,0.71 ,0.78 ,0.32 ,0.25 ,0.28 ,0.38 ,0.35 ,0.36 
Pend Oreille,2018-P,45-54,840.81 ,885.30 ,1726.12 ,646.00 ,628.00 ,10.00 ,1284.00 ,314.00 ,271.00 ,9.00 ,594.00 ,0.77 ,0.71 ,0.74 ,0.37 ,0.31 ,0.34 ,0.49 ,0.43 ,0.46 
Pend Oreille,2018-P,55-64,1186.26 ,1213.45 ,2399.71 ,1107.00 ,966.00 ,8.00 ,2081.00 ,687.00 ,599.00 ,3.00 ,1289.00 ,0.93 ,0.80 ,0.87 ,0.58 ,0.49 ,0.54 ,0.62 ,0.62 ,0.62 
Pend Oreille,2018-P,65-,1715.54 ,1751.36 ,3466.89 ,1525.00 ,1557.00 ,13.00 ,3095.00 ,1144.00 ,1184.00 ,6.00 ,2334.00 ,0.89 ,0.89 ,0.89 ,0.67 ,0.68 ,0.67 ,0.75 ,0.76 ,0.75 
Pierce,2018-P,0TOTAL,333924.19 ,317530.26 ,651454.45 ,258576.00 ,233170.00 ,96.00 ,491842.00 ,89578.00 ,79410.00 ,12.00 ,169000.00 ,0.77 ,0.73 ,0.75 ,0.27 ,0.25 ,0.26 ,0.35 ,0.34 ,0.34 
Pierce,2018-P,18-24,37636.08 ,38992.83 ,76628.91 ,22004.00 ,21297.00 ,25.00 ,43326.00 ,3342.00 ,3074.00 ,2.00 ,6418.00 ,0.58 ,0.55 ,0.57 ,0.09 ,0.08 ,0.08 ,0.15 ,0.14 ,0.15 
Pierce,2018-P,25-34,59758.38 ,57381.79 ,117140.17 ,44379.00 ,40737.00 ,15.00 ,85131.00 ,6819.00 ,6027.00 ,2.00 ,12848.00 ,0.74 ,0.71 ,0.73 ,0.11 ,0.11 ,0.11 ,0.15 ,0.15 ,0.15 
Pierce,2018-P,35-44,55700.70 ,54150.01 ,109850.71 ,43882.00 ,39980.00 ,24.00 ,83886.00 ,9600.00 ,8454.00 ,2.00 ,18056.00 ,0.79 ,0.74 ,0.76 ,0.17 ,0.16 ,0.16 ,0.22 ,0.21 ,0.22 
Pierce,2018-P,45-54,57206.31 ,57239.89 ,114446.20 ,43462.00 ,40200.00 ,8.00 ,83670.00 ,13155.00 ,12100.00 ,,25255.00 ,0.76 ,0.70 ,0.73 ,0.23 ,0.21 ,0.22 ,0.30 ,0.30 ,0.30 
Pierce,2018-P,55-64,57886.34 ,55079.84 ,112966.18 ,47421.00 ,43154.00 ,16.00 ,90591.00 ,21298.00 ,19024.00 ,3.00 ,40325.00 ,0.82 ,0.78 ,0.80 ,0.37 ,0.35 ,0.36 ,0.45 ,0.44 ,0.45 
Pierce,2018-P,65-,65736.38 ,54685.90 ,120422.28 ,57428.00 ,47802.00 ,8.00 ,105238.00 ,35364.00 ,30731.00 ,3.00 ,66098.00 ,0.87 ,0.87 ,0.87 ,0.54 ,0.56 ,0.55 ,0.62 ,0.64 ,0.63 
San Juan,2018-P,0TOTAL,7350.47 ,6973.67 ,14324.13 ,6834.00 ,6233.00 ,2.00 ,13069.00 ,3829.00 ,3282.00 ,,7111.00 ,0.93 ,0.89 ,0.91 ,0.52 ,0.47 ,0.50 ,0.56 ,0.53 ,0.54 
San Juan,2018-P,18-24,434.09 ,434.11 ,868.20 ,285.00 ,289.00 ,1.00 ,575.00 ,69.00 ,64.00 ,,133.00 ,0.66 ,0.67 ,0.66 ,0.16 ,0.15 ,0.15 ,0.24 ,0.22 ,0.23 
San Juan,2018-P,25-34,636.26 ,572.10 ,1208.37 ,644.00 ,555.00 ,1.00 ,1200.00 ,171.00 ,136.00 ,,307.00 ,1.01 ,0.97 ,0.99 ,0.27 ,0.24 ,0.25 ,0.27 ,0.25 ,0.26 
San Juan,2018-P,35-44,788.66 ,799.68 ,1588.34 ,709.00 ,625.00 ,,1334.00 ,256.00 ,185.00 ,,441.00 ,0.90 ,0.78 ,0.84 ,0.32 ,0.23 ,0.28 ,0.36 ,0.30 ,0.33 
San Juan,2018-P,45-54,1075.10 ,1033.07 ,2108.16 ,844.00 ,777.00 ,,1621.00 ,370.00 ,325.00 ,,695.00 ,0.79 ,0.75 ,0.77 ,0.34 ,0.31 ,0.33 ,0.44 ,0.42 ,0.43 
San Juan,2018-P,55-64,1718.13 ,1551.42 ,3269.54 ,1551.00 ,1283.00 ,,2834.00 ,923.00 ,677.00 ,,1600.00 ,0.90 ,0.83 ,0.87 ,0.54 ,0.44 ,0.49 ,0.60 ,0.53 ,0.56 
San Juan,2018-P,65-,2698.23 ,2583.29 ,5281.52 ,2801.00 ,2704.00 ,,5505.00 ,2040.00 ,1895.00 ,,3935.00 ,1.04 ,1.05 ,1.04 ,0.76 ,0.73 ,0.75 ,0.73 ,0.70 ,0.71 
Skagit,2018-P,0TOTAL,48749.93 ,47661.38 ,96411.31 ,39080.00 ,34892.00 ,8.00 ,73980.00 ,16930.00 ,14740.00 ,2.00 ,31672.00 ,0.80 ,0.73 ,0.77 ,0.35 ,0.31 ,0.33 ,0.43 ,0.42 ,0.43 
Skagit,2018-P,18-24,4722.64 ,4902.83 ,9625.46 ,2685.00 ,2581.00 ,3.00 ,5269.00 ,447.00 ,439.00 ,,886.00 ,0.57 ,0.53 ,0.55 ,0.09 ,0.09 ,0.09 ,0.17 ,0.17 ,0.17 
Skagit,2018-P,25-34,6931.47 ,7251.40 ,14182.87 ,5361.00 ,4711.00 ,,10072.00 ,858.00 ,799.00 ,,1657.00 ,0.77 ,0.65 ,0.71 ,0.12 ,0.11 ,0.12 ,0.16 ,0.17 ,0.16 
Skagit,2018-P,35-44,6926.83 ,7277.08 ,14203.91 ,5090.00 ,4776.00 ,,9866.00 ,1248.00 ,1127.00 ,,2375.00 ,0.73 ,0.66 ,0.69 ,0.18 ,0.15 ,0.17 ,0.25 ,0.24 ,0.24 
Skagit,2018-P,45-54,7600.36 ,7770.16 ,15370.53 ,5574.00 ,5019.00 ,2.00 ,10595.00 ,1894.00 ,1574.00 ,1.00 ,3469.00 ,0.73 ,0.65 ,0.69 ,0.25 ,0.20 ,0.23 ,0.34 ,0.31 ,0.33 
Skagit,2018-P,55-64,9210.17 ,8684.96 ,17895.12 ,7843.00 ,6757.00 ,2.00 ,14602.00 ,3979.00 ,3249.00 ,1.00 ,7229.00 ,0.85 ,0.78 ,0.82 ,0.43 ,0.37 ,0.40 ,0.51 ,0.48 ,0.50 
Skagit,2018-P,65-,13358.46 ,11774.95 ,25133.42 ,12527.00 ,11048.00 ,1.00 ,23576.00 ,8504.00 ,7552.00 ,,16056.00 ,0.94 ,0.94 ,0.94 ,0.64 ,0.64 ,0.64 ,0.68 ,0.68 ,0.68 
